brand,fuel_type,model_date,price,vehicle_engine,vehicle_transmission,KM
Toyota,Petrol,2019,3975000,1300cc,Manual,68000
Toyota,Diesel,1997,4100000,4200cc,Manual,200000
Toyota,Petrol,2007,1650000,1300cc,Manual,65000
Suzuki,Petrol,2022,2650000,660cc,Manual,5
Honda,Petrol,2005,1320000,1300cc,Manual,105000
Honda,Petrol,2023,7400000,1500cc,Automatic,2050
Suzuki,Hybrid,2020,3200000,660cc,Automatic,12500
Daihatsu,Petrol,2018,3450000,1000cc,Automatic,24000
Toyota,Petrol,2013,2650000,1600cc,Automatic,150000
Suzuki,Petrol,2012,675000,800cc,Manual,78000
Toyota,Petrol,2022,6300000,1598cc,Automatic,13000
Suzuki,Petrol,2022,2550000,660cc,Manual,1500
Toyota,Petrol,2017,8000000,2700cc,Automatic,117000
Toyota,Petrol,2009,1825000,1800cc,Automatic,100000
Honda,Petrol,2006,1340000,1800cc,Manual,86000
Honda,Petrol,2022,7375000,1500cc,Automatic,14
Honda,Petrol,2016,4000000,1500cc,Automatic,150000
Honda,Petrol,2022,4675000,1200cc,Automatic,5000
Suzuki,Petrol,2014,1350000,1000cc,Manual,159000
Daihatsu,Petrol,2016,2200000,660cc,Automatic,56151
Toyota,Petrol,2007,2675000,1500cc,Automatic,122000
Suzuki,Petrol,2021,3675000,1000cc,Automatic,20418
Honda,Petrol,2005,1330000,1500cc,Manual,134000
Toyota,Petrol,2003,1600000,1300cc,Manual,350000
Hyundai,Petrol,2005,825000,1000cc,Manual,105595
Honda,Petrol,2021,6375000,1800cc,Automatic,28700
Toyota,Petrol,2004,3450000,2500cc,Automatic,190000
Suzuki,Petrol,2022,2550000,660cc,Manual,1000
Toyota,Petrol,2011,2475000,1300cc,Manual,80000
Toyota,Diesel,2003,1375000,2000cc,Manual,100000
Toyota,Petrol,2007,1730000,1000cc,Automatic,150000
Honda,Petrol,2019,3550000,1300cc,Manual,28000
Toyota,Hybrid,2012,3895000,1800cc,Automatic,132000
Toyota,Petrol,2006,11500000,4000cc,Automatic,108000
Honda,Petrol,2015,2800000,1300cc,Automatic,70000
Honda,Hybrid,2017,6500000,1500cc,Automatic,110000
Toyota,Petrol,2013,5500000,2700cc,Automatic,128715
Honda,Petrol,2004,1300000,1300cc,Automatic,102000
Suzuki,Petrol,2017,1780000,1000cc,Manual,68000
Toyota,Petrol,2018,11900000,2700cc,Automatic,40300
Toyota,Petrol,2021,6800000,1800cc,Automatic,10500
Toyota,Petrol,2011,2450000,1300cc,Manual,73000
Suzuki,Petrol,2015,850000,800cc,Manual,55000
Toyota,Petrol,2008,2100000,1800cc,Manual,300000
Nissan,Petrol,2013,3250000,1500cc,Automatic,126000
Honda,Petrol,2023,7570000,1500cc,Automatic,4
Suzuki,Petrol,2018,2890000,660cc,Automatic,44000
Suzuki,Petrol,2021,3675000,1000cc,Automatic,20418
Honda,Petrol,2008,2350000,1300cc,Automatic,102329
Honda,Petrol,2018,4350000,1800cc,Automatic,52000
Toyota,Petrol,2022,5200000,1500cc,Automatic,144
Toyota,Petrol,2008,2950000,1500cc,Automatic,140000
Honda,Petrol,2018,4000000,1500cc,Automatic,67000
Hyundai,Petrol,2023,6150000,2000cc,Automatic,30
Honda,Petrol,2021,6300000,1800cc,Automatic,31500
Toyota,Petrol,2014,2650000,1000cc,Automatic,74000
Suzuki,Petrol,2018,2890000,660cc,Automatic,44000
Honda,Petrol,2005,1250000,1300cc,Manual,200000
KIA,Petrol,2021,7700000,2000cc,Automatic,20000
Toyota,Petrol,2015,4600000,1500cc,Automatic,93000
Toyota,Petrol,2018,4050000,1300cc,Automatic,69600
Suzuki,Petrol,2022,2535000,660cc,Manual,5800
Toyota,Petrol,2013,4300000,1800cc,Automatic,72000
Hyundai,Petrol,2007,930000,1000cc,Manual,150000
Toyota,Petrol,1999,890000,1000cc,Manual,80000
Honda,Petrol,2004,1500000,1300cc,Manual,236500
KIA,Petrol,2020,9500000,3500cc,Automatic,330000
Changan,Petrol,2022,2630000,1000cc,Manual,6000
Honda,Petrol,2013,2450000,1300cc,Manual,125000
Toyota,Petrol,2018,3700000,1300cc,Manual,69540
Honda,Petrol,2023,9600000,1500cc,Automatic,50
Toyota,Petrol,2022,7000000,1800cc,Automatic,11000
Honda,Petrol,2013,2575000,1500cc,Manual,145000
Suzuki,Petrol,2011,670000,800cc,Manual,53000
Honda,Petrol,1998,980000,1500cc,Manual,100000
Suzuki,Petrol,2018,2095000,1000cc,Manual,36600
Toyota,Diesel,2017,8200000,3000cc,Automatic,165000
Suzuki,Petrol,2010,840000,1000cc,Manual,105000
KIA,Petrol,2022,7600000,2000cc,Automatic,50
Honda,Petrol,2021,6125000,1800cc,Automatic,29000
Toyota,Petrol,2015,22000000,2700cc,Automatic,18000
Toyota,Diesel,2020,13500000,2800cc,Automatic,36300
Toyota,Petrol,2017,52000000,4600cc,Automatic,15500
Hyundai,Petrol,2023,8350000,2000cc,Automatic,10
Toyota,Petrol,2017,32200000,2700cc,Automatic,17500
Toyota,Petrol,2007,3475000,1500cc,Automatic,180000
Mitsubishi,Petrol,2019,3350000,660cc,Automatic,23629
Toyota,Petrol,2022,6250000,1600cc,Automatic,8250
Honda,Petrol,2013,2225000,1300cc,Automatic,94000
Hyundai,Petrol,2023,8350000,2000cc,Automatic,10
Toyota,Diesel,2023,20500000,2800cc,Automatic,2
Honda,Petrol,2022,7300000,1500cc,Automatic,1
Suzuki,Petrol,2021,2360000,660cc,Manual,18000
Mitsubishi,Diesel,1996,3800000,2800cc,Automatic,219950
Toyota,Petrol,1999,3250000,3378cc,Automatic,250000
Toyota,Petrol,2014,27500000,4608cc,Automatic,14000
Toyota,Petrol,2012,6800000,2500cc,Automatic,84000
Changan,Petrol,2021,3600000,1500cc,Automatic,57000
Suzuki,Petrol,2012,815000,800cc,Manual,40000
Honda,Petrol,1996,1080000,1500cc,Automatic,156000
Toyota,Petrol,2015,36000000,4608cc,Automatic,65000
MG,Petrol,2022,7500000,1500cc,Automatic,3400
Suzuki,Petrol,2023,1800000,800cc,Manual,24500
Chevrolet,Petrol,2004,670000,800cc,Automatic,89863
Toyota,Petrol,2006,1320000,1300cc,Manual,125000
Suzuki,Petrol,2016,1700000,1000cc,Manual,154000
Suzuki,Petrol,2007,480000,800cc,Manual,50000
Suzuki,Petrol,1995,350000,800cc,Manual,100000
Toyota,Petrol,2019,4050000,1000cc,Automatic,14800
Honda,Petrol,2022,8225000,1500cc,Automatic,8000
Toyota,Petrol,1986,580000,1600cc,Manual,100000
Suzuki,Petrol,2013,1910000,660cc,Automatic,112000
Suzuki,Petrol,2017,1300000,800cc,Manual,7700
Toyota,Petrol,2019,4095000,1000cc,Automatic,13000
Mitsubishi,Petrol,2006,1395000,660cc,Automatic,84000
Honda,Petrol,1994,635000,1500cc,Manual,1
Honda,Petrol,2023,7600000,1500cc,Automatic,1
Honda,Petrol,2023,5400000,1500cc,Automatic,1
Suzuki,Petrol,2013,2199000,660cc,Automatic,75000
Toyota,Diesel,2021,15875000,2800cc,Automatic,19000
Honda,Petrol,2022,8100000,1500cc,Automatic,19000
Hyundai,Petrol,2023,10575000,2500cc,Automatic,10
Honda,Petrol,2014,3500000,1500cc,Automatic,120000
Toyota,Petrol,2006,2850000,1800cc,Automatic,75000
Toyota,Petrol,2022,5995000,1600cc,Automatic,10
Suzuki,Petrol,2022,2950000,660cc,Automatic,10
Hyundai,Petrol,2023,10575000,2500cc,Automatic,10
Honda,Petrol,2022,7850000,1500cc,Automatic,23100
Suzuki,CNG,2011,970000,1000cc,Manual,25000
Suzuki,Petrol,2016,750000,800cc,Manual,72000
Toyota,Petrol,2013,2175000,1300cc,Manual,97000
Suzuki,Petrol,2017,1250000,800cc,Manual,70000
Suzuki,Petrol,2020,2750000,1000cc,Manual,51900
Changan,Petrol,2022,4200000,1500cc,Automatic,9000
Toyota,Petrol,2006,3350000,1800cc,Manual,30000
Daihatsu,Petrol,2003,695000,800cc,Manual,35000
Toyota,Petrol,1994,1550000,1600cc,Automatic,257000
Toyota,Petrol,2001,1215000,1000cc,Automatic,250000
Nissan,Petrol,2013,2200000,660cc,Automatic,130000
Honda,Petrol,2022,5250000,1500cc,Automatic,13000
Toyota,Petrol,1990,1200000,2000cc,Manual,200000
Honda,Petrol,2018,3399000,1500cc,Manual,98000
Toyota,Petrol,2018,4150000,1000cc,Automatic,33000
Toyota,Petrol,2017,4150000,1800cc,Automatic,140000
Honda,Petrol,2017,2900000,660cc,Automatic,85000
Honda,Petrol,2021,6300000,1800cc,Automatic,21000
Toyota,Diesel,2022,13450000,2800cc,Automatic,20000
Toyota,Petrol,2016,3650000,1300cc,Automatic,98500
Daihatsu,Petrol,2014,1500000,660cc,Automatic,115000
Suzuki,Petrol,2009,1480000,660cc,Automatic,150000
Honda,Petrol,2016,4300000,1500cc,Automatic,29000
Toyota,Petrol,1988,550000,1300cc,Manual,100000
Honda,Petrol,2023,4650000,1200cc,Automatic,25
Toyota,Petrol,2012,22500000,4600cc,Automatic,77774
Honda,Petrol,2020,3690000,1300cc,Automatic,22000
Toyota,Diesel,2021,11250000,2800cc,Automatic,17000
Toyota,Diesel,2022,12500000,2800cc,Automatic,11000
Toyota,Diesel,2022,12000000,2800cc,Automatic,585
Toyota,Petrol,2016,3485000,1600cc,Automatic,99000
Toyota,Petrol,2019,5200000,1800cc,Automatic,39642
Toyota,Diesel,2022,12500000,2800cc,Automatic,13000
Toyota,Diesel,2022,13500000,2800cc,Automatic,9500
Toyota,Petrol,2020,5650000,1800cc,Automatic,49000
KIA,Petrol,2022,4850000,1400cc,Automatic,10500
Daihatsu,Petrol,2012,1650000,660cc,Automatic,154000
Toyota,Petrol,2022,4290000,1300cc,Automatic,5000
Honda,Petrol,2006,1300000,1500cc,Automatic,195000
Honda,Petrol,2014,2620000,1300cc,Manual,180000
Suzuki,Petrol,2022,3035000,660cc,Automatic,1500
Suzuki,Petrol,2004,530000,800cc,Manual,124578
Suzuki,Petrol,2007,830000,1300cc,Manual,98000
Suzuki,Petrol,2009,905000,1000cc,Manual,65500
Toyota,Petrol,2009,2250000,1000cc,Automatic,82000
Honda,Petrol,2023,4470000,1200cc,Manual,150
Suzuki,Petrol,2020,2200000,660cc,Manual,29000
Honda,Petrol,2006,1325000,1300cc,Manual,160000
Toyota,Petrol,2000,1250000,1600cc,Manual,25800
Suzuki,Petrol,2008,830000,1000cc,Manual,87000
Suzuki,Petrol,2004,650000,1000cc,Manual,23500
Suzuki,Petrol,2018,2625000,1000cc,Manual,43000
Toyota,Petrol,2007,2600000,1500cc,Automatic,90000
Honda,Petrol,2022,7995000,1498cc,Automatic,9000
Suzuki,Petrol,2022,2380000,660cc,Manual,5500
Toyota,Petrol,2014,2920000,1000cc,Automatic,101000
Audi,Electric,2020,22000000,cc,Automatic,27000
Suzuki,Petrol,2008,925000,1000cc,Manual,100000
Suzuki,Petrol,2015,1370000,1000cc,Manual,80000
Honda,Petrol,2017,3530000,1300cc,Automatic,127000
Honda,Petrol,2017,5850000,1500cc,Automatic,90000
Toyota,Hybrid,2017,4570000,1500cc,Automatic,110000
KIA,Petrol,2022,7850000,2000cc,Automatic,13000
Toyota,Petrol,2008,9300000,2700cc,Automatic,80000
Changan,Petrol,2022,2725000,1000cc,Manual,10
Toyota,Petrol,2011,17200000,4000cc,Automatic,93000
Peugeot,Petrol,2022,5995000,1200cc,Automatic,1200
Toyota,Petrol,2020,12900000,2700cc,Automatic,6500
Toyota,Petrol,2016,16300000,2500cc,Automatic,77500
Toyota,Diesel,2022,12800000,2800cc,Automatic,9394
Toyota,Petrol,2020,5200000,1600cc,Automatic,4468
Toyota,Petrol,2021,6500000,1800cc,Automatic,32000
Toyota,Petrol,2020,4100000,1000cc,Automatic,14000
Suzuki,Petrol,2019,2100000,1000cc,Manual,120000
Toyota,Petrol,2014,7400000,2700cc,Automatic,68000
Honda,Petrol,2018,3225000,1300cc,Manual,119000
Daihatsu,Petrol,2010,1000000,660cc,Automatic,116000
Toyota,Diesel,2022,18500000,2800cc,Automatic,5500
Honda,Petrol,2006,1550000,1300cc,Manual,153000
Daihatsu,Petrol,2007,1850000,1000cc,Automatic,102000
Toyota,Petrol,2022,4700000,1300cc,Automatic,20
Suzuki,Petrol,2017,1160000,800cc,Manual,80
Suzuki,CNG,2008,940000,1000cc,Manual,50000
Suzuki,Petrol,2014,1415000,1000cc,Manual,86459
Honda,Petrol,2023,8245000,1498cc,Automatic,700
Audi,Petrol,2018,12500000,1400cc,Automatic,25000
Suzuki,Petrol,2017,845000,800cc,Manual,70000
Honda,Petrol,2020,3790000,660cc,Automatic,9000
Toyota,Petrol,2020,3650000,1300cc,Automatic,36000
Toyota,Hybrid,2014,3420000,1500cc,Automatic,125000
Honda,Petrol,2011,1790000,1800cc,Automatic,107896
Suzuki,Petrol,2006,560000,1000cc,Manual,65000
Honda,Petrol,2017,4650000,1800cc,Automatic,125000
Toyota,Petrol,2013,2325000,1000cc,Automatic,133000
Toyota,Diesel,2021,10300000,2800cc,Automatic,21000
Honda,Petrol,2019,5490000,1800cc,Automatic,45500
Toyota,Petrol,1998,1025000,1300cc,Manual,124000
Honda,Petrol,1999,1550000,1500cc,Automatic,85000
Honda,Petrol,2017,3500000,1500cc,Automatic,105000
Toyota,Petrol,2015,2800000,1000cc,Automatic,45000
BMW,Petrol,2006,6400000,4000cc,Automatic,120000
Toyota,Petrol,2023,5150000,1300cc,Automatic,1
Suzuki,Petrol,2022,4725000,1200cc,Automatic,1100
Mercedes Benz,Petrol,2012,5800000,1800cc,Automatic,84000
Changan,Petrol,2021,3575000,1500cc,Automatic,23000
Suzuki,Petrol,2007,1750000,1300cc,Automatic,100000
Toyota,Petrol,2019,4300000,1300cc,Automatic,47000
Toyota,Diesel,2022,13500000,2800cc,Automatic,8000
Suzuki,Petrol,2015,1075000,800cc,Manual,63000
Honda,Petrol,2023,7450000,1500cc,Automatic,1
Toyota,Petrol,1998,1250000,1300cc,Manual,150000
Toyota,Petrol,2000,800000,1000cc,Automatic,175197
Daihatsu,Petrol,2018,2950000,660cc,Automatic,14900
Honda,Petrol,2019,5200000,1800cc,Automatic,74000
Audi,Electric,2021,24000000,cc,Automatic,36000
Honda,Petrol,2018,4475000,1800cc,Automatic,42000
Honda,Petrol,2006,1990000,1600cc,Automatic,124000
Suzuki,Petrol,1997,460000,1000cc,Manual,120000
Toyota,Diesel,2018,9500000,2800cc,Automatic,78000
Toyota,Diesel,2021,12500000,2800cc,Automatic,10000
Daihatsu,Petrol,2015,2165000,660cc,Automatic,62000
Suzuki,Petrol,2010,1180000,660cc,Automatic,170000
Nissan,Petrol,2006,1280000,1300cc,Automatic,123
Suzuki,Petrol,2022,3740000,1200cc,Manual,12500
Honda,Petrol,2018,3050000,1300cc,Automatic,96500
Suzuki,CNG,1999,1215000,1500cc,Automatic,159232
Suzuki,Petrol,2019,2550000,1300cc,Manual,132000
Toyota,Petrol,2014,16500000,2700cc,Automatic,98000
Toyota,Petrol,2009,1735000,1300cc,Manual,235000
Toyota,Petrol,2019,4500000,1000cc,Automatic,2800
Toyota,Petrol,1996,4700000,4500cc,Automatic,238000
Toyota,Petrol,2013,16500000,2700cc,Automatic,84000
Honda,Hybrid,2015,4500000,1500cc,Automatic,62000
Toyota,Petrol,2007,2650000,1800cc,Automatic,145000
Honda,Petrol,2016,5450000,1500cc,Automatic,90000
Honda,Petrol,2016,4300000,1500cc,Automatic,100000
Toyota,Petrol,2017,32500000,4600cc,Automatic,28000
Toyota,Hybrid,2019,9000000,1800cc,Automatic,99000
Toyota,Hybrid,2019,8500000,1800cc,Automatic,99000
Daihatsu,Petrol,2019,3500000,660cc,Automatic,73000
Toyota,Petrol,2018,3575000,1000cc,Automatic,69000
Honda,Petrol,2022,5115000,1500cc,Automatic,28000
Haval,Petrol,2022,9500000,2000cc,Automatic,5194
KIA,Petrol,2020,7000000,2000cc,Automatic,45000
Suzuki,Petrol,2012,1425000,660cc,Automatic,91000
Toyota,Petrol,2015,2600000,1000cc,Automatic,59000
Toyota,Petrol,2017,46000000,4608cc,Automatic,24000
Toyota,Petrol,2015,3600000,1800cc,Automatic,165000
Toyota,Petrol,2021,3500000,1300cc,Manual,14000
Suzuki,Petrol,2009,940000,1000cc,Manual,200000
Suzuki,Petrol,2010,1350000,1300cc,Manual,77000
FAW,Petrol,2016,850000,1000cc,Manual,72000
KIA,Petrol,2020,6185000,2000cc,Automatic,42000
Suzuki,Petrol,2013,885000,800cc,Manual,85000
Daihatsu,Petrol,1987,625000,1000cc,Manual,101400
Suzuki,Petrol,2006,860000,1300cc,Manual,30000
Suzuki,Petrol,2015,2675000,1600cc,Manual,69000
Honda,Petrol,2008,1750000,1800cc,Automatic,152000
Changan,Petrol,2021,3600000,1500cc,Automatic,21500
Mitsubishi,Diesel,1993,1800000,2400cc,Manual,300000
Suzuki,Petrol,2016,900000,800cc,Manual,30000
Suzuki,Petrol,2018,1950000,1000cc,Manual,63000
Toyota,Petrol,2011,1870000,1300cc,Manual,125
Toyota,Petrol,2006,2075000,1300cc,Automatic,200000
KIA,Petrol,2020,6275000,2000cc,Automatic,51000
Suzuki,Petrol,2014,1525000,1000cc,Manual,142000
Toyota,Petrol,2013,2350000,1300cc,Manual,65000
Toyota,Petrol,2005,1450000,1600cc,Automatic,80000
Suzuki,Petrol,2010,1695000,1300cc,Manual,146000
Suzuki,Petrol,2007,900000,1000cc,Manual,250000
Toyota,Petrol,2014,6000000,2700cc,Automatic,210000
Honda,Hybrid,2017,6350000,1500cc,Automatic,102000
Toyota,Petrol,2021,5650000,1600cc,Automatic,9860
Toyota,Petrol,2014,3300000,1800cc,Automatic,68000
Honda,Petrol,2023,5550000,1500cc,Automatic,50
Honda,Petrol,1997,975000,1600cc,Manual,103627
Honda,Petrol,2022,5100000,1500cc,Automatic,20000
MG,Petrol,2023,7750000,1500cc,Automatic,10
Nissan,Petrol,2018,5500000,1200cc,Automatic,26000
Toyota,Petrol,2016,3850000,1798cc,Automatic,82700
Suzuki,Petrol,2012,1380000,1300cc,Manual,83000
Suzuki,Petrol,2015,2400000,660cc,Automatic,45000
Suzuki,Petrol,2022,2510000,660cc,Manual,10500
Toyota,Petrol,2015,3090000,1800cc,Automatic,148000
Suzuki,Petrol,2021,3050000,1000cc,Manual,37900
Toyota,Petrol,2014,1800000,1300cc,Manual,180000
Toyota,Diesel,2022,17000000,2800cc,Automatic,6600
Honda,Petrol,2022,8200000,1500cc,Automatic,6500
Changan,Petrol,2019,1800000,1000cc,Manual,150000
Nissan,Petrol,2009,930000,660cc,Automatic,100000
Daihatsu,Petrol,2014,2200000,660cc,Automatic,118000
Honda,Petrol,2018,3550000,1500cc,Automatic,51000
Toyota,Petrol,2021,6500000,1800cc,Automatic,8000
Toyota,Diesel,2022,19500000,2800cc,Automatic,290
Daihatsu,Petrol,2015,2675000,660cc,Automatic,54552
Honda,Petrol,2003,1400000,1600cc,Automatic,150000
Toyota,Petrol,2018,3900000,1000cc,Automatic,65000
Honda,Petrol,2023,5000000,1500cc,Automatic,5
Toyota,Petrol,2014,2450000,1300cc,Manual,140000
Lexus,Petrol,2000,6500000,4700cc,Automatic,260000
Toyota,Petrol,2012,3300000,1300cc,Manual,31700
Honda,Petrol,2023,8550000,1500cc,Automatic,25
Honda,Petrol,2014,3850000,1500cc,Automatic,85000
Honda,Petrol,2002,1315000,1500cc,Manual,250000
Honda,Hybrid,2015,3600000,1500cc,Automatic,1550
Toyota,Petrol,2023,6600000,1600cc,Automatic,250
Toyota,Petrol,2013,26500000,4608cc,Automatic,82013
Daihatsu,Petrol,2016,1800000,660cc,Automatic,100000
Toyota,Petrol,2019,4400000,996cc,Automatic,35351
Toyota,Petrol,2019,4400000,996cc,Automatic,39089
Daihatsu,Petrol,2019,3700000,660cc,Automatic,10750
Suzuki,Petrol,2016,1680000,1000cc,Manual,90000
Honda,Petrol,2018,3350000,1500cc,Automatic,37000
Suzuki,Petrol,2010,544000,800cc,Manual,102000
Toyota,Petrol,2016,3220000,1300cc,Automatic,92000
Nissan,Petrol,2015,1895000,660cc,Automatic,57700
Toyota,Hybrid,2014,3800000,1500cc,Automatic,180000
Toyota,Petrol,2005,4885000,3000cc,Automatic,69000
Honda,Petrol,2019,3620000,1300cc,Manual,59000
KIA,Petrol,2020,6600000,2000cc,Automatic,37000
KIA,Petrol,2021,4200000,2000cc,Automatic,27000
Honda,Petrol,2017,3350000,1300cc,Automatic,55000
Changan,Petrol,2022,8400000,1500cc,Automatic,13500
Suzuki,Petrol,1991,420000,800cc,Manual,75000
Toyota,Petrol,2022,5300000,1598cc,Automatic,19500
Suzuki,Petrol,2022,2675000,660cc,Manual,28
Suzuki,Petrol,2004,720000,1000cc,Manual,200000
Suzuki,Petrol,2019,2000000,600cc,Manual,62000
Honda,Petrol,2014,3350000,1500cc,Automatic,70900
Honda,Petrol,2023,7675000,1500cc,Automatic,24
Toyota,Hybrid,2015,3665000,1500cc,Automatic,83000
Suzuki,Petrol,2007,875000,1000cc,Manual,83000
Honda,Petrol,2019,3875000,1500cc,Automatic,32900
Toyota,Petrol,2019,4395000,1000cc,Automatic,44000
Audi,Electric,2022,40500000,cc,Automatic,9600
Honda,Petrol,2008,1625000,1300cc,Manual,88500
Hyundai,Petrol,2022,8125000,2000cc,Automatic,4500
Honda,Petrol,2023,5280000,1500cc,Automatic,25
Daihatsu,Petrol,2019,2875000,660cc,Automatic,42000
Honda,Petrol,2023,7300000,1500cc,Automatic,10
Honda,Petrol,2023,4655000,1200cc,Automatic,1
Mitsubishi,Petrol,2019,3800000,660cc,Automatic,4287
Toyota,Petrol,2022,7100000,1800cc,Automatic,19000
Mercedes Benz,Petrol,2011,9000000,1800cc,Automatic,57000
Toyota,Diesel,2022,19000000,2800cc,Automatic,64
Nissan,Petrol,2006,2200000,1500cc,Automatic,142811
Prince,Petrol,2021,1350000,800cc,Manual,20000
Toyota,CNG,1986,750000,13000cc,Manual,200000
Nissan,Petrol,2007,1125000,1500cc,Manual,150000
Toyota,Petrol,2011,2100000,1000cc,Automatic,86500
MG,Petrol,2021,6150000,1500cc,Automatic,35000
Toyota,Petrol,2013,2700000,1300cc,Manual,100000
Toyota,Petrol,2023,7150000,1800cc,Automatic,6000
Honda,Petrol,2020,3875000,1500cc,Automatic,7000
Toyota,Petrol,2015,3000000,1300cc,Manual,88000
Toyota,Hybrid,2007,2695000,1500cc,Automatic,110000
Honda,Petrol,2015,3250000,1800cc,Automatic,135000
Honda,Hybrid,2016,4250000,1500cc,Automatic,80000
Toyota,Petrol,2010,2050000,1000cc,Automatic,93000
Honda,Petrol,2023,7640000,1500cc,Automatic,50
Suzuki,Petrol,2017,2090000,1000cc,Manual,40000
Toyota,Petrol,2019,4400000,1000cc,Automatic,33000
Suzuki,Petrol,2018,1950000,1000cc,Manual,60000
Toyota,Petrol,2012,2300000,1300cc,Manual,170000
Honda,Petrol,2017,3550000,1500cc,Automatic,44500
FAW,Petrol,2019,1595000,1300cc,Manual,38000
Honda,Petrol,2004,1800000,2000cc,Automatic,260000
Suzuki,Petrol,2012,1365000,1000cc,Manual,55000
Honda,Petrol,2018,2950000,1300cc,Automatic,172224
Toyota,Petrol,2002,1975000,2000cc,Automatic,150000
Toyota,Petrol,2022,7800000,1798cc,Automatic,20
Toyota,Petrol,2009,16000000,4000cc,Automatic,96000
Toyota,Petrol,2016,32000000,4600cc,Automatic,67526
Range Rover,Hybrid,2018,55000000,2000cc,Automatic,23000
Mercedes Benz,Petrol,2006,8500000,3500cc,Automatic,86775
Mercedes Benz,Petrol,2011,7500000,1800cc,Automatic,55000
Suzuki,Petrol,2022,2125000,660cc,Manual,1950
Toyota,Hybrid,2017,11000000,1800cc,Automatic,27000
Suzuki,Petrol,2014,1650000,660cc,Manual,78000
Suzuki,Petrol,2019,3200000,660cc,Automatic,20000
Honda,Petrol,2016,2350000,1300cc,Manual,121000
Toyota,Hybrid,2014,6300000,1800cc,Automatic,59000
Toyota,Petrol,2009,25000000,4600cc,Automatic,80000
Suzuki,Petrol,2021,2550000,660cc,Automatic,26000
Toyota,Hybrid,2015,12500000,2400cc,Automatic,145000
Toyota,Petrol,2018,4000000,1000cc,Automatic,35000
Honda,Petrol,2022,7450000,1500cc,Automatic,3450
Honda,Petrol,2018,3295000,1300cc,Manual,78000
Toyota,Petrol,2013,2855000,1300cc,Manual,75000
Toyota,Petrol,2014,2450000,1000cc,Automatic,89000
Toyota,Petrol,2012,1950000,1300cc,Manual,157000
Toyota,Petrol,2018,3899999,1600cc,Automatic,52000
Honda,Petrol,2017,4650000,1800cc,Automatic,84000
Daihatsu,Petrol,2008,650000,800cc,Manual,135000
Suzuki,Petrol,2004,510000,1000cc,Manual,75000
Toyota,Petrol,2017,4700000,1600cc,Automatic,54000
Nissan,Petrol,2018,5000099,1198cc,Automatic,44000
Toyota,Petrol,2013,2999999,1600cc,Manual,92250
Toyota,Diesel,2003,9700000,4164cc,Automatic,189000
Toyota,Petrol,2007,2250000,1300cc,Automatic,155000
Changan,Petrol,2023,4550000,1500cc,Automatic,20
Nissan,Petrol,2017,50000000,5600cc,Automatic,250
Audi,Electric,2022,52500000,cc,Automatic,2100
Mercedes Benz,Electric,2022,68000000,cc,Automatic,250
Mercedes Benz,Electric,2022,68500000,cc,Automatic,200
Changan,Petrol,2022,4200000,1500cc,Automatic,18500
Toyota,Petrol,2018,29500000,2700cc,Automatic,38000
Mercedes Benz,Petrol,2014,33500000,3500cc,Automatic,54109
Audi,Petrol,2016,26500000,4500cc,Automatic,100000
Toyota,Petrol,2014,28500000,4608cc,Automatic,77000
Toyota,Petrol,1974,1400000,1300cc,Manual,11556
Toyota,Petrol,2012,6300000,2500cc,Automatic,217343
Daihatsu,Petrol,2007,1000000,800cc,Automatic,174918
Suzuki,Petrol,2017,1300000,800cc,Manual,18
DFSK,Petrol,2022,6300000,1500cc,Automatic,5
Suzuki,Petrol,2017,1380000,800cc,Manual,60000
Suzuki,Petrol,2018,2180000,1000cc,Manual,62000
DFSK,Petrol,2022,6200000,1500cc,Automatic,5
MG,Petrol,2021,7300000,1500cc,Automatic,8000
Honda,Petrol,2018,4800000,1500cc,Automatic,66000
Toyota,Petrol,2014,2730000,1300cc,Manual,172000
Daihatsu,Petrol,2013,1745000,660cc,Automatic,110000
Toyota,Petrol,1990,1070000,1500cc,Automatic,100000
Toyota,Petrol,2023,6995000,1600cc,Automatic,1
Toyota,Hybrid,2015,4375000,1500cc,Automatic,130000
Honda,Petrol,2017,4500000,1500cc,Automatic,56000
Suzuki,Petrol,2022,2650000,660cc,Manual,42
Honda,Petrol,2007,2150000,1500cc,Automatic,116000
Changan,Petrol,2022,9150000,1500cc,Automatic,3500
Honda,Petrol,2005,2230000,2400cc,Automatic,120000
Suzuki,Petrol,2011,1000000,1000cc,Manual,70000
Changan,Petrol,2023,4600000,1500cc,Automatic,20
Toyota,Petrol,2019,4260000,1300cc,Automatic,79000
Mitsubishi,Petrol,2012,1240000,660cc,Automatic,85000
Honda,Petrol,2008,1525000,1300cc,Automatic,144000
Toyota,Petrol,2017,3300000,1300cc,Manual,95000
Mitsubishi,Petrol,1994,2200000,3000cc,Automatic,175000
Honda,Petrol,2010,2350000,1800cc,Automatic,120000
Toyota,Petrol,1998,4000000,2700cc,Automatic,170000
Suzuki,Petrol,2019,3350000,660cc,Automatic,6100
Toyota,Petrol,2018,32500000,2700cc,Automatic,39139
Suzuki,Petrol,2022,2880000,1000cc,Manual,6500
Toyota,Petrol,2012,21000000,4000cc,Automatic,93000
Toyota,Petrol,2013,26500000,4600cc,Automatic,79767
Toyota,Petrol,2010,1850000,1300cc,Manual,120000
Toyota,Petrol,2023,5000000,1300cc,Automatic,25
