brand,currency,description,fuel_type,item_condition,manufacturer,mileage_from_odometer,model_date,price,vehicle_engine,vehicle_transmission
Changan,PKR,Changan Alsvin 2022 for sale in Islamabad,Petrol,used,Changan,"18,500 km",2022,4200000,1500cc,Automatic
Toyota,PKR,Toyota Prado 2018 for sale in Islamabad,Petrol,used,Toyota,"38,000 km",2018,29500000,2700cc,Automatic
Mercedes Benz,PKR,Mercedes Benz S Class 2014 for sale in Islamabad,Petrol,used,Mercedes Benz,"54,109 km",2014,33500000,3500cc,Automatic
Audi,PKR,Audi Q7 2016 for sale in Islamabad,Petrol,used,Audi,"100,000 km",2016,26500000,4500cc,Automatic
Toyota,PKR,Toyota Land Cruiser 2014 for sale in Islamabad,Petrol,used,Toyota,"77,000 km",2014,28500000,4608cc,Automatic
Toyota,PKR,Toyota Corolla 1974 for sale in Islamabad,Petrol,used,Toyota,"11,556 km",1974,1400000,1300cc,Manual
Toyota,PKR,Toyota Camry 2012 for sale in Islamabad,Petrol,used,Toyota,"217,343 km",2012,6300000,2500cc,Automatic
Daihatsu,PKR,Daihatsu Cuore 2007 for sale in Islamabad,Petrol,used,Daihatsu,"174,918 km",2007,1000000,800cc,Automatic
Suzuki,PKR,Suzuki Mehran 2017 for sale in Shorkot,Petrol,used,Suzuki,18 km,2017,1300000,800cc,Manual
DFSK,PKR,DFSK Glory 580 2022 for sale in Karachi,Petrol,used,DFSK,5 km,2022,6300000,1500cc,Automatic
Suzuki,PKR,Suzuki Mehran 2017 for sale in Islamabad,Petrol,used,Suzuki,"60,000 km",2017,1380000,800cc,Manual
Suzuki,PKR,Suzuki Wagon R 2018 for sale in Rahim Yar Khan,Petrol,used,Suzuki,"62,000 km",2018,2180000,1000cc,Manual
DFSK,PKR,DFSK Glory 580 2022 for sale in Karachi,Petrol,used,DFSK,5 km,2022,6200000,1500cc,Automatic
MG,PKR,MG HS 2021 for sale in Lahore,Petrol,used,MG,"8,000 km",2021,7300000,1500cc,Automatic
Honda,PKR,Honda BR-V 2018 for sale in Islamabad,Petrol,used,Honda,"66,000 km",2018,4800000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2014 for sale in Sohawa,Petrol,used,Toyota,"172,000 km",2014,2730000,1300cc,Manual
Daihatsu,PKR,Daihatsu Move 2013 for sale in Karachi,Petrol,used,Daihatsu,"110,000 km",2013,1745000,660cc,Automatic
Toyota,PKR,Toyota Corolla 1990 for sale in Bannu,Petrol,used,Toyota,"100,000 km",1990,1070000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2023 for sale in Lahore,Petrol,used,Toyota,1 km,2023,6995000,1600cc,Automatic
Toyota,PKR,Toyota Aqua 2015 for sale in Lahore,Hybrid,used,Toyota,"130,000 km",2015,4375000,1500cc,Automatic
Honda,PKR,Honda Civic 2017 for sale in Karachi,Petrol,used,Honda,"56,000 km",2017,4500000,1500cc,Automatic
Suzuki,PKR,Suzuki Alto 2022 for sale in Islamabad,Petrol,used,Suzuki,42 km,2022,2650000,660cc,Manual
Honda,PKR,Honda Airwave 2007 for sale in Karachi,Petrol,used,Honda,"116,000 km",2007,2150000,1500cc,Automatic
Changan,PKR,Changan Oshan X7 2022 for sale in Lahore,Petrol,used,Changan,"3,500 km",2022,9150000,1500cc,Automatic
Honda,PKR,Honda Accord 2005 for sale in Lahore,Petrol,used,Honda,"120,000 km",2005,2230000,2400cc,Automatic
Suzuki,PKR,Suzuki Alto 2011 for sale in Karachi,Petrol,used,Suzuki,"70,000 km",2011,1000000,1000cc,Manual
Changan,PKR,Changan Alsvin 2023 for sale in Lahore,Petrol,used,Changan,20 km,2023,4600000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2019 for sale in Islamabad,Petrol,used,Toyota,"79,000 km",2019,4260000,1300cc,Automatic
Mitsubishi,PKR,Mitsubishi Minicab Bravo 2012 for sale in Karachi,Petrol,used,Mitsubishi,"85,000 km",2012,1240000,660cc,Automatic
Honda,PKR,Honda City 2008 for sale in Karachi,Petrol,used,Honda,"144,000 km",2008,1525000,1300cc,Automatic
Toyota,PKR,Toyota Corolla 2017 for sale in Mirpur A.K.,Petrol,used,Toyota,"95,000 km",2017,3300000,1300cc,Manual
Mitsubishi,PKR,Mitsubishi Pajero 1994 for sale in Islamabad,Petrol,used,Mitsubishi,"175,000 km",1994,2200000,3000cc,Automatic
Honda,PKR,Honda Civic 2010 for sale in Multan,Petrol,used,Honda,"120,000 km",2010,2350000,1800cc,Automatic
Toyota,PKR,Toyota Prado 1998 for sale in Islamabad,Petrol,used,Toyota,"170,000 km",1998,4000000,2700cc,Automatic
Suzuki,PKR,Suzuki Alto 2019 for sale in Karachi,Petrol,used,Suzuki,"6,100 km",2019,3350000,660cc,Automatic
Toyota,PKR,Toyota Prado 2018 for sale in Karachi,Petrol,used,Toyota,"39,139 km",2018,32500000,2700cc,Automatic
Suzuki,PKR,Suzuki Wagon R 2022 for sale in Lahore,Petrol,used,Suzuki,"6,500 km",2022,2880000,1000cc,Manual
Toyota,PKR,Toyota Prado 2012 for sale in Islamabad,Petrol,used,Toyota,"93,000 km",2012,21000000,4000cc,Automatic
Toyota,PKR,Toyota Land Cruiser 2013 for sale in Islamabad,Petrol,used,Toyota,"79,767 km",2013,26500000,4600cc,Automatic
Toyota,PKR,Toyota Corolla 2010 for sale in Lahore,Petrol,used,Toyota,"120,000 km",2010,1850000,1300cc,Manual
Toyota,PKR,Toyota Yaris 2023 for sale in Rawalpindi,Petrol,used,Toyota,25 km,2023,5000000,1300cc,Automatic
Toyota,PKR,Toyota Vitz 2007 for sale in Karachi,Petrol,used,Toyota,"195,000 km",2007,1685000,1000cc,Automatic
Toyota,PKR,Toyota Yaris 2021 for sale in Lahore,Petrol,used,Toyota,"35,500 km",2021,4325000,1500cc,Automatic
Toyota,PKR,Toyota Raize 2020 for sale in Lahore,Petrol,used,Toyota,"7,000 km",2020,5490000,996cc,Automatic
Honda,PKR,Honda Civic 2014 for sale in Rawalpindi,Petrol,used,Honda,"144,000 km",2014,2780000,1800cc,Automatic
KIA,PKR,KIA Picanto 2022 for sale in Lahore,Petrol,used,KIA,900 km,2022,3100000,1000cc,Manual
Toyota,PKR,Toyota Prius 2015 for sale in Islamabad,Hybrid,used,Toyota,"133,000 km",2015,5700000,1800cc,Automatic
Toyota,PKR,Toyota Yaris 2021 for sale in Lahore,Petrol,used,Toyota,"28,000 km",2021,4565000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 1982 for sale in Islamabad,Diesel,used,Toyota,"300,000 km",1982,475000,2000cc,Manual
Toyota,PKR,Toyota Vitz 2006 for sale in Islamabad,Petrol,used,Toyota,"240,000 km",2006,2000000,1300cc,Automatic
Toyota,PKR,Toyota Vitz 2017 for sale in Multan,Petrol,used,Toyota,"68,000 km",2017,3500000,1000cc,Automatic
Toyota,PKR,Toyota Allion 2007 for sale in Karachi,Petrol,used,Toyota,"100,000 km",2007,2650000,1500cc,Automatic
Audi,PKR,Audi Q7 2013 for sale in Islamabad,Diesel,used,Audi,"100,000 km",2013,12500000,3000cc,Automatic
Suzuki,PKR,Suzuki Wagon R 2019 for sale in Lahore,Hybrid,used,Suzuki,"69,287 km",2019,3895000,660cc,Automatic
Suzuki,PKR,Suzuki Mehran 2008 for sale in Rawalpindi,Petrol,used,Suzuki,"100,000 km",2008,580000,800cc,Manual
Toyota,PKR,Toyota Hilux 2018 for sale in Karachi,Diesel,used,Toyota,"69,000 km",2018,8680000,2800cc,Automatic
Honda,PKR,Honda Civic 1996 for sale in Rawalpindi,Petrol,used,Honda,"291,000 km",1996,915000,1600cc,Manual
MG,PKR,MG HS 2021 for sale in Lahore,Petrol,used,MG,"10,900 km",2021,7200000,1500cc,Automatic
Toyota,PKR,Toyota Vitz 2019 for sale in Lahore,Petrol,used,Toyota,"2,850 km",2019,4350000,1000cc,Automatic
Honda,PKR,Honda City 2012 for sale in Islamabad,Petrol,used,Honda,"129,000 km",2012,2150000,1300cc,Manual
Toyota,PKR,Toyota Corolla 2017 for sale in Lahore,Petrol,used,Toyota,"90,000 km",2017,3700000,1600cc,Automatic
MG,PKR,MG HS 2021 for sale in Kohat,Petrol,used,MG,"4,000 km",2021,6950000,1500cc,Automatic
Suzuki,PKR,Suzuki Cultus 2022 for sale in Lahore,Petrol,used,Suzuki,"33,000 km",2022,3600000,1000cc,Manual
Toyota,PKR,Toyota Hilux 2023 for sale in Lahore,Diesel,used,Toyota,5 km,2023,14500000,2800cc,Automatic
Hyundai,PKR,Hyundai Santro 2008 for sale in Lahore,Petrol,used,Hyundai,"68,000 km",2008,1095000,1100cc,Manual
Suzuki,PKR,Suzuki Cultus 2008 for sale in Karachi,Petrol,used,Suzuki,"64,000 km",2008,820000,1000cc,Manual
Honda,PKR,Honda Civic 2004 for sale in Faisalabad,Petrol,used,Honda,"150,000 km",2004,1450000,1600cc,Automatic
Hyundai,PKR,Hyundai Tucson 2021 for sale in Karachi,Petrol,used,Hyundai,"26,372 km",2021,7500000,1999cc,Automatic
Suzuki,PKR,Suzuki Cultus 2022 for sale in Karachi,Petrol,used,Suzuki,"9,100 km",2022,3150000,1000cc,Manual
Daihatsu,PKR,Daihatsu Mira 2012 for sale in Lahore,Petrol,used,Daihatsu,"85,000 km",2012,1760000,660cc,Automatic
Toyota,PKR,Toyota Corolla 2010 for sale in Peshawar,Petrol,used,Toyota,"181,000 km",2010,2350000,1300cc,Manual
Suzuki,PKR,Suzuki Wagon R 2019 for sale in Karachi,Hybrid,used,Suzuki,"10,779 km",2019,3850000,660cc,Automatic
Toyota,PKR,Toyota Vitz 2019 for sale in Karachi,Petrol,used,Toyota,"49,756 km",2019,4400000,1000cc,Automatic
Toyota,PKR,Toyota Land Cruiser 2016 for sale in Lahore,Petrol,used,Toyota,"53,783 km",2016,38000000,4600cc,Automatic
Mercedes Benz,PKR,Mercedes Benz S Class 2007 for sale in Lahore,Petrol,used,Mercedes Benz,"62,422 km",2007,9500000,3500cc,Automatic
KIA,PKR,KIA Grand Carnival 2021 for sale in Lahore,Petrol,used,KIA,"24,785 km",2021,13200000,3500cc,Automatic
Toyota,PKR,Toyota Corolla 2018 for sale in Lahore,Petrol,used,Toyota,"63,000 km",2018,4150000,1300cc,Automatic
Toyota,PKR,Toyota Corolla 2016 for sale in Lahore,Petrol,used,Toyota,"88,000 km",2016,4100000,1800cc,Automatic
Toyota,PKR,Toyota Corolla 2018 for sale in Lahore,Petrol,used,Toyota,"24,000 km",2018,4100000,1300cc,Automatic
Suzuki,PKR,Suzuki Mehran 2017 for sale in Lahore,Petrol,used,Suzuki,"67,000 km",2017,1225000,800cc,Manual
Hyundai,PKR,Hyundai Tucson 2021 for sale in Karachi,Petrol,used,Hyundai,"26,372 km",2021,7500000,1999cc,Automatic
Honda,PKR,Honda Fit 2014 for sale in Lahore,Hybrid,used,Honda,"97,374 km",2014,3050000,1500cc,Automatic
Suzuki,PKR,Suzuki Cultus 2017 for sale in Islamabad,Petrol,used,Suzuki,"8,700 km",2017,1775000,1000cc,Manual
Suzuki,PKR,Suzuki Swift 2016 for sale in Sialkot,Petrol,used,Suzuki,"45,500 km",2016,232500,1300cc,Manual
Toyota,PKR,Toyota Mark X 2005 for sale in Islamabad,Petrol,used,Toyota,"117,000 km",2005,4300000,3000cc,Automatic
Mitsubishi,PKR,Mitsubishi Pajero 1993 for sale in Lahore,Diesel,used,Mitsubishi,"200,000 km",1993,1815000,2400cc,Manual
Honda,PKR,Honda Civic 2002 for sale in Islamabad,Petrol,used,Honda,"300,000 km",2002,1249000,1600cc,Automatic
Toyota,PKR,Toyota Fortuner 2022 for sale in Rawalpindi,Diesel,used,Toyota,"28,600 km",2022,17990000,2800cc,Automatic
Suzuki,PKR,Suzuki Cultus 2016 for sale in Islamabad,Petrol,used,Suzuki,"79,300 km",2016,1520000,1000cc,Manual
Toyota,PKR,Toyota Corolla 2012 for sale in Karachi,Petrol,used,Toyota,"130,000 km",2012,1675000,1300cc,Manual
Toyota,PKR,Toyota Corolla 2006 for sale in Rawalpindi,Petrol,used,Toyota,"384,000 km",2006,1900000,1300cc,Manual
Honda,PKR,Honda Civic 2015 for sale in Islamabad,Petrol,used,Honda,"79,000 km",2015,4550000,1800cc,Automatic
Suzuki,PKR,Suzuki Every 2011 for sale in Karachi,Petrol,used,Suzuki,"112,000 km",2011,1260000,660cc,Automatic
Toyota,PKR,Toyota Corolla 2015 for sale in Daska,Petrol,used,Toyota,"93,000 km",2015,2900000,1300cc,Manual
Suzuki,PKR,Suzuki Swift 2022 for sale in Lahore,Petrol,used,Suzuki,"7,400 km",2022,4500000,1200cc,Automatic
Toyota,PKR,Toyota Corolla 2008 for sale in Swabi,Petrol,used,Toyota,"171,000 km",2008,1580000,1300cc,Manual
Honda,PKR,Honda City 2005 for sale in Islamabad,Petrol,used,Honda,"163,000 km",2005,1750000,1300cc,Automatic
MG,PKR,MG HS 2022 for sale in Lahore,Petrol,used,MG,"2,300 km",2022,7190000,1500cc,Automatic
Suzuki,PKR,Suzuki Bolan 2017 for sale in Faisalabad,Petrol,used,Suzuki,"115,000 km",2017,1325000,800cc,Manual
Honda,PKR,Honda Civic 2019 for sale in Islamabad,Petrol,used,Honda,"96,000 km",2019,5150000,1800cc,Automatic
Nissan,PKR,Nissan Sunny 1998 for sale in Gujar Khan,Petrol,used,Nissan,"130,000 km",1998,850000,1300cc,Manual
Honda,PKR,Honda City 2022 for sale in Lahore,Petrol,used,Honda,"9,800 km",2022,5150000,1500cc,Automatic
Honda,PKR,Honda Vezel 2017 for sale in Islamabad,Petrol,used,Honda,"41,912 km",2017,7400000,1500cc,Automatic
Honda,PKR,Honda City 2019 for sale in Lahore,Petrol,used,Honda,"41,000 km",2019,3340000,1300cc,Manual
Honda,PKR,Honda City 2021 for sale in Lahore,Petrol,used,Honda,"30,000 km",2021,3800000,1300cc,Manual
Suzuki,PKR,Suzuki Alto 2020 for sale in Rawalpindi,Petrol,used,Suzuki,"53,036 km",2020,2240000,660cc,Manual
Toyota,PKR,Toyota Fortuner 2012 for sale in Karachi,Petrol,used,Toyota,"118,000 km",2012,5400000,2700cc,Automatic
Toyota,PKR,Toyota Crown 2018 for sale in Islamabad,Hybrid,used,Toyota,"36,000 km",2018,22000000,2500cc,Automatic
Toyota,PKR,Toyota Corolla 2022 for sale in Islamabad,Petrol,used,Toyota,180 km,2022,7450000,1800cc,Automatic
Toyota,PKR,Toyota Prado 2002 for sale in Islamabad,Petrol,used,Toyota,"180,000 km",2002,4850000,2700cc,Automatic
Suzuki,PKR,Suzuki Liana 2006 for sale in Islamabad,Petrol,used,Suzuki,"150,000 km",2006,1100000,1300cc,Manual
Toyota,PKR,Toyota Hilux 2023 for sale in Lahore,Diesel,used,Toyota,10 km,2023,13400000,2800cc,Automatic
KIA,PKR,KIA Grand Carnival 2022 for sale in Karachi,Petrol,used,KIA,358 km,2022,14300000,3470cc,Automatic
Honda,PKR,Honda Civic 2011 for sale in Karachi,Petrol,used,Honda,"86,000 km",2011,2200000,1800cc,Automatic
Toyota,PKR,Toyota Corolla Axio 2007 for sale in Mian Wali,Petrol,used,Toyota,"166,539 km",2007,3500000,1500cc,Automatic
Daihatsu,PKR,Daihatsu Charade 1987 for sale in Lahore,Petrol,used,Daihatsu,"50,000 km",1987,750000,1000cc,Manual
Suzuki,PKR,Suzuki Mehran 1992 for sale in Islamabad,Petrol,used,Suzuki,"50,000 km",1992,420000,800cc,Manual
Haval,PKR,Haval H6 2023 for sale in Lahore,Petrol,used,Haval,15 km,2023,10500000,2000cc,Automatic
Honda,PKR,Honda Civic 2011 for sale in Lahore,Petrol,used,Honda,"175,000 km",2011,1990000,1800cc,Automatic
Chevrolet,PKR,Chevrolet Optra 2005 for sale in Rawalpindi,Petrol,used,Chevrolet,"164,000 km",2005,1100000,1600cc,Automatic
Honda,PKR,Honda BR-V 2022 for sale in Bahawalpur,Petrol,used,Honda,"30,000 km",2022,5000000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2016 for sale in Islamabad,Petrol,used,Toyota,"68,000 km",2016,4250000,1800cc,Automatic
Suzuki,PKR,Suzuki Alto 2010 for sale in Peshawar,Petrol,used,Suzuki,92 km,2010,1150000,1000cc,Manual
Suzuki,PKR,Suzuki Cultus 2016 for sale in Karachi,Petrol,used,Suzuki,"48,000 km",2016,1475000,1000cc,Manual
Haval,PKR,Haval H6 2022 for sale in Lahore,Petrol,used,Haval,15 km,2022,10000000,2000cc,Automatic
Suzuki,PKR,Suzuki Mehran 2004 for sale in Karachi,Petrol,used,Suzuki,"46,900 km",2004,440000,800cc,Manual
Toyota,PKR,Toyota Passo 2011 for sale in Karachi,Petrol,used,Toyota,1 km,2011,1400000,1000cc,Automatic
Suzuki,PKR,Suzuki Swift 2015 for sale in Mardan,Petrol,used,Suzuki,"100,000 km",2015,2000000,1300cc,Manual
Toyota,PKR,Toyota Fortuner 2022 for sale in Lahore,Diesel,used,Toyota,"5,000 km",2022,17200000,2800cc,Automatic
Honda,PKR,Honda City 2016 for sale in Islamabad,Petrol,used,Honda,"169,260 km",2016,2450000,1300cc,Manual
Toyota,PKR,Toyota Corolla 2015 for sale in Islamabad,Petrol,used,Toyota,"145,000 km",2015,3300000,1800cc,Automatic
Honda,PKR,Honda Civic 1995 for sale in Lahore,Petrol,used,Honda,"95,000 km",1995,1000000,1500cc,Manual
Suzuki,PKR,Suzuki Alto 2022 for sale in Karachi,Petrol,used,Suzuki,"9,000 km",2022,2430000,660cc,Manual
Nissan,PKR,Nissan Note 2020 for sale in Lahore,Hybrid,used,Nissan,"17,000 km",2020,5000000,1200cc,Automatic
Toyota,PKR,Toyota Corolla 2022 for sale in Mirpur A.K.,Petrol,used,Toyota,"2,700 km",2022,7600000,1800cc,Automatic
Toyota,PKR,Toyota Corolla 2023 for sale in Lahore,Petrol,used,Toyota,10 km,2023,7000000,1600cc,Automatic
Suzuki,PKR,Suzuki Alto 2022 for sale in Lahore,Petrol,used,Suzuki,10 km,2022,3050000,660cc,Automatic
Suzuki,PKR,Suzuki Alto 2022 for sale in Lahore,Petrol,used,Suzuki,10 km,2022,2675000,660cc,Manual
Toyota,PKR,Toyota Corolla 2023 for sale in Lahore,Petrol,used,Toyota,10 km,2023,7700000,1800cc,Automatic
Toyota,PKR,Toyota Prius 2012 for sale in Karachi,Hybrid,used,Toyota,"95,000 km",2012,3550000,1800cc,Automatic
Toyota,PKR,Toyota Corolla 2023 for sale in Lahore,Petrol,used,Toyota,10 km,2023,7600000,1800cc,Automatic
Suzuki,PKR,Suzuki Cultus 2022 for sale in Lahore,Petrol,used,Suzuki,"11,997 km",2022,3700000,1000cc,Manual
Toyota,PKR,Toyota Corolla 2021 for sale in Islamabad,Petrol,used,Toyota,"6,762 km",2021,6850000,1800cc,Automatic
Suzuki,PKR,Suzuki Alto 2017 for sale in Rawalpindi,Petrol,used,Suzuki,"16,000 km",2017,2775000,660cc,Automatic
MG,PKR,MG ZS 2021 for sale in Islamabad,Petrol,used,MG,"35,000 km",2021,4800000,1500cc,Automatic
KIA,PKR,KIA Sportage 2020 for sale in Karachi,Petrol,used,KIA,"53,000 km",2020,6590000,2000cc,Automatic
Toyota,PKR,Toyota Corolla 2012 for sale in Lahore,Petrol,used,Toyota,"155,000 km",2012,2600000,1600cc,Automatic
Toyota,PKR,Toyota Vitz 2013 for sale in Karachi,Petrol,used,Toyota,"78,000 km",2013,2450000,1000cc,Automatic
Toyota,PKR,Toyota Corolla 2005 for sale in Karachi,Petrol,used,Toyota,"90,000 km",2005,1435000,1800cc,Automatic
Honda,PKR,Honda Fit 2016 for sale in Islamabad,Hybrid,used,Honda,"80,000 km",2016,3425000,1500cc,Automatic
Suzuki,PKR,Suzuki Alto 2019 for sale in Lahore,Petrol,used,Suzuki,"55,000 km",2019,2200000,660cc,Manual
Suzuki,PKR,Suzuki Cultus 2020 for sale in Rawalpindi,Petrol,used,Suzuki,"49,000 km",2020,3550000,1000cc,Automatic
Honda,PKR,Honda Civic 2017 for sale in Islamabad,Petrol,used,Honda,"81,160 km",2017,4800000,1800cc,Automatic
Suzuki,PKR,Suzuki Khyber 1993 for sale in Lahore,Petrol,used,Suzuki,"99,582 km",1993,480000,1000cc,Manual
Hyundai,PKR,Hyundai Santro 2006 for sale in Rawalpindi,Petrol,used,Hyundai,"150,000 km",2006,930000,1000cc,Manual
Toyota,PKR,Toyota Vitz 2016 for sale in Multan,Petrol,used,Toyota,"73,000 km",2016,3200000,1000cc,Automatic
Suzuki,PKR,Suzuki Wagon R 2017 for sale in Faisalabad,Petrol,used,Suzuki,"83,000 km",2017,2050000,1000cc,Manual
BMW,PKR,BMW 5 Series 2012 for sale in Islamabad,Hybrid,used,BMW,"135,000 km",2012,9500000,3000cc,Automatic
Suzuki,PKR,Suzuki Cultus 2018 for sale in Karachi,Petrol,used,Suzuki,"49,000 km",2018,2085000,1000cc,Manual
Suzuki,PKR,Suzuki Alto 2022 for sale in Rawalpindi,Petrol,used,Suzuki,"7,000 km",2022,2630000,660cc,Manual
Honda,PKR,Honda N Wgn 2014 for sale in Lahore,Petrol,used,Honda,"75,000 km",2014,2325000,660cc,Automatic
Toyota,PKR,Toyota Corolla 2011 for sale in Swabi,Petrol,used,Toyota,"138,900 km",2011,1985000,1500cc,Manual
Honda,PKR,Honda Civic 2016 for sale in Gujranwala,Petrol,used,Honda,"58,000 km",2016,4650000,1800cc,Automatic
Toyota,PKR,Toyota Passo 2014 for sale in Lahore,Petrol,used,Toyota,"105,000 km",2014,2450000,1000cc,Automatic
Honda,PKR,Honda City 2011 for sale in Bhakkar,Petrol,used,Honda,"95,000 km",2011,2150000,1300cc,Manual
Suzuki,PKR,Suzuki Mehran 2019 for sale in Islamabad,Petrol,used,Suzuki,"46,172 km",2019,1275000,796cc,Manual
Suzuki,PKR,Suzuki Ravi 2022 for sale in Mian Wali,Petrol,used,Suzuki,"1,000 km",2022,1700000,800cc,Manual
Mitsubishi,PKR,Mitsubishi Lancer 2005 for sale in Lahore,Petrol,used,Mitsubishi,"500,000 km",2005,1475000,1600cc,Manual
Honda,PKR,Honda Civic 2017 for sale in Islamabad,Petrol,used,Honda,"21,000 km",2017,4900000,1800cc,Automatic
Suzuki,PKR,Suzuki Baleno 2005 for sale in Islamabad,Petrol,used,Suzuki,"120,000 km",2005,1130000,1300cc,Automatic
Toyota,PKR,Toyota Corolla 2019 for sale in Lahore,Petrol,used,Toyota,"23,000 km",2019,5550000,1800cc,Automatic
Honda,PKR,Honda Vezel 2020 for sale in Islamabad,Hybrid,used,Honda,"56,000 km",2020,7500000,1500cc,Automatic
Honda,PKR,Honda Vezel 2019 for sale in Islamabad,Hybrid,used,Honda,"85,000 km",2019,7500000,1500cc,Automatic
Honda,PKR,Honda Vezel 2016 for sale in Islamabad,Hybrid,used,Honda,"82,000 km",2016,4850000,1500cc,Automatic
Honda,PKR,Honda City 2023 for sale in Lahore,Petrol,used,Honda,300 km,2023,5400000,1500cc,Automatic
Toyota,PKR,Toyota C-HR 2017 for sale in Faisalabad,Hybrid,used,Toyota,"95,562 km",2017,8500000,1800cc,Automatic
Toyota,PKR,Toyota Prius 2018 for sale in Faisalabad,Hybrid,used,Toyota,"100,305 km",2018,7500000,1800cc,Automatic
Toyota,PKR,Toyota Corolla 2021 for sale in Lahore,Petrol,used,Toyota,"18,500 km",2021,6000000,1600cc,Automatic
Suzuki,PKR,Suzuki Cultus 2021 for sale in Hyderabad,Petrol,used,Suzuki,"16,200 km",2021,3025000,1000cc,Manual
Toyota,PKR,Toyota C-HR 2017 for sale in Rawalpindi,Hybrid,used,Toyota,"60,022 km",2017,9800000,1800cc,Automatic
Honda,PKR,Honda Civic 2011 for sale in Lahore,Petrol,used,Honda,"96,000 km",2011,2500000,1800cc,Automatic
Changan,PKR,Changan Oshan X7 2022 for sale in Lahore,Petrol,used,Changan,"5,500 km",2022,8700000,1499cc,Automatic
Toyota,PKR,Toyota Aqua 2017 for sale in Karachi,Hybrid,used,Toyota,"95,000 km",2017,5000000,1500cc,Automatic
Toyota,PKR,Toyota Mark X 2005 for sale in Lahore,Petrol,used,Toyota,"98,000 km",2005,3500000,2500cc,Automatic
Toyota,PKR,Toyota Prius 2007 for sale in Bahawalpur,Petrol,used,Toyota,"241,000 km",2007,2600000,1500cc,Automatic
Honda,PKR,Honda City 2011 for sale in Islamabad,Petrol,used,Honda,"133,597 km",2011,1900000,1300cc,Manual
Suzuki,PKR,Suzuki Alto 2022 for sale in Islamabad,Petrol,used,Suzuki,"1,900 km",2022,2695000,660cc,Manual
Daihatsu,PKR,Daihatsu Move 2007 for sale in Lahore,Petrol,used,Daihatsu,"150,000 km",2007,1490000,660cc,Automatic
Honda,PKR,Honda Civic 2003 for sale in Islamabad,Petrol,used,Honda,"234,000 km",2003,1200000,1500cc,Manual
Toyota,PKR,Toyota Corolla 2007 for sale in Alipur Chatta,Petrol,used,Toyota,"100,000 km",2007,1350000,1300cc,Manual
Suzuki,PKR,Suzuki Alto 2022 for sale in Lahore,Petrol,used,Suzuki,"2,500 km",2022,2525000,660cc,Manual
Suzuki,PKR,Suzuki Alto 2022 for sale in Karachi,Petrol,used,Suzuki,50 km,2022,2990000,660cc,Automatic
Suzuki,PKR,Suzuki Mehran 2017 for sale in Islamabad,Petrol,used,Suzuki,"42,568 km",2017,1260000,800cc,Manual
Suzuki,PKR,Suzuki Alto 2021 for sale in Islamabad,Petrol,used,Suzuki,"27,000 km",2021,2425000,660cc,Manual
Suzuki,PKR,Suzuki Alto 2011 for sale in Islamabad,CNG,used,Suzuki,"138,000 km",2011,990000,1000cc,Manual
Suzuki,PKR,Suzuki Mehran 2018 for sale in Lahore,Petrol,used,Suzuki,"18,000 km",2018,1175000,800cc,Manual
Suzuki,PKR,Suzuki Alto 2009 for sale in Dera ismail khan,Petrol,used,Suzuki,"146,461 km",2009,1000000,1000cc,Manual
Toyota,PKR,Toyota Vitz 2010 for sale in Peshawar,Petrol,used,Toyota,"90,000 km",2010,1980000,1000cc,Automatic
Toyota,PKR,Toyota Corolla 2014 for sale in Lahore,Petrol,used,Toyota,"146,000 km",2014,2550000,1600cc,Automatic
Suzuki,PKR,Suzuki Cultus 2015 for sale in Sargodha,Petrol,used,Suzuki,"60,000 km",2015,1370000,1000cc,Manual
Suzuki,PKR,Suzuki Swift 2010 for sale in Islamabad,Petrol,used,Suzuki,"98,000 km",2010,1525000,1300cc,Manual
Honda,PKR,Honda City 2023 for sale in Karachi,Petrol,used,Honda,5 km,2023,5450000,1500cc,Automatic
Nissan,PKR,Nissan Note 2019 for sale in Lahore,Petrol,used,Nissan,"46,000 km",2019,5250000,1200cc,Automatic
Toyota,PKR,Toyota Mark X 2004 for sale in Lahore,Petrol,used,Toyota,"159,000 km",2004,5000000,2500cc,Automatic
Audi,PKR,Audi e-tron 2022 for sale in Islamabad,Electric,used,Audi,"28,000 km",2022,24800000,cc,Automatic
KIA,PKR,KIA Sportage 2020 for sale in Lahore,Petrol,used,KIA,"79,510 km",2020,6290000,2000cc,Automatic
Suzuki,PKR,Suzuki Wagon R 2019 for sale in Faisalabad,Petrol,used,Suzuki,"45,000 km",2019,2300000,1000cc,Manual
Ford,PKR,Ford F 150 2017 for sale in Lahore,Petrol,used,Ford,"54,000 km",2017,19000000,5000cc,Automatic
Suzuki,PKR,Suzuki Alto 2008 for sale in Rawalpindi,Petrol,used,Suzuki,"150,000 km",2008,1025000,660cc,Automatic
Hyundai,PKR,Hyundai Sonata 2022 for sale in Lahore,Petrol,used,Hyundai,"6,100 km",2022,9825000,2500cc,Automatic
Hyundai,PKR,Hyundai Tucson 2023 for sale in Gujranwala,Petrol,used,Hyundai,5 km,2023,8500000,2000cc,Automatic
