brand,model_date,price,vehicle_engine,vehicle_transmission,KM,fuel_code
Daihatsu,1985,240000,1000cc,Manual,100000,6
Suzuki,2006,745000,1000cc,Manual,80000,6
Suzuki,2015,880000,800cc,Manual,79000,6
Hyundai,2022,9800000,2500cc,Automatic,9000,6
Honda,2017,4150000,1500cc,Automatic,83000,6
Toyota,2010,2050000,1300cc,Manual,167000,6
Toyota,2016,3200000,1600cc,Automatic,112000,6
Hyundai,2022,7600000,2000cc,Automatic,9500,6
Suzuki,2017,2250000,1300cc,Automatic,67889,6
Proton,2022,3250000,1299cc,Automatic,3322,6
Toyota,2009,1700000,1300cc,Manual,271653,6
Toyota,2016,3350000,1798cc,Automatic,89809,6
Toyota,2019,4000000,1300cc,Automatic,42366,6
Toyota,2009,1400000,1000cc,Automatic,186437,6
Changan,2021,3600000,1500cc,Automatic,50992,6
Toyota,2011,2000000,1300cc,Manual,133378,6
Suzuki,2015,1350000,1000cc,Manual,93004,6
Toyota,2015,2850000,1800cc,Automatic,171210,6
Toyota,2016,3200000,1600cc,Automatic,95717,6
Toyota,2020,3450000,1300cc,Automatic,15998,6
Hyundai,2022,7600000,2000cc,Automatic,9500,6
Suzuki,2022,2950000,660cc,Automatic,20000,6
Suzuki,2008,950000,1000cc,Manual,143000,6
Suzuki,2011,1020000,1000cc,Manual,78000,6
Honda,2019,5375000,1800cc,Automatic,28000,6
Honda,2007,1950000,1800cc,Manual,161000,6
Toyota,2012,2370000,1000cc,Automatic,56000,6
KIA,2019,6600000,2000cc,Automatic,68500,6
Nissan,1993,650000,1300cc,Manual,200000,6
Toyota,2014,2650000,1600cc,Automatic,119000,6
Honda,2014,3100000,1800cc,Automatic,155000,6
KIA,2020,6200000,2000cc,Automatic,15000,6
Suzuki,2011,1650000,1300cc,Manual,110000,6
Suzuki,2005,580000,1000cc,Manual,888,6
Suzuki,2021,3400000,1000cc,Automatic,25000,6
Changan,2022,3840000,1500cc,Automatic,12600,6
DFSK,2022,5300000,1500cc,Automatic,20000,6
Toyota,2022,4800000,1500cc,Automatic,750,6
Honda,2016,3650000,1800cc,Automatic,90000,6
Toyota,2022,12300000,2800cc,Automatic,12000,1
Toyota,1984,575000,1300cc,Manual,390000,6
Toyota,2020,14650000,2800cc,Automatic,19000,1
Suzuki,2010,950000,1000cc,Manual,90000,6
Toyota,2014,2185000,1600cc,Automatic,82000,6
Toyota,2019,12000000,1800cc,Automatic,27425,6
Toyota,2021,5350000,1600cc,Automatic,20000,6
Honda,2017,7000000,1500cc,Automatic,60000,2
Toyota,2023,6500000,1600cc,Automatic,10,6
Toyota,2021,10500000,2800cc,Automatic,19000,1
KIA,2022,5900000,2000cc,Automatic,17000,6
Hyundai,2022,7925000,2000cc,Automatic,4500,6
Toyota,2017,46500000,4600cc,Automatic,85685,6
Toyota,2007,3350000,1800cc,Automatic,112000,6
Toyota,2016,5050000,1500cc,Automatic,118595,6
Toyota,2006,2000000,1300cc,Automatic,96606,6
Toyota,2019,7000000,1500cc,Automatic,82249,6
Toyota,2007,2500000,1500cc,Manual,170000,6
Suzuki,2022,2180000,660cc,Manual,4000,6
Suzuki,2014,1750000,1000cc,Manual,97000,6
Daihatsu,2012,1825000,660cc,Automatic,95000,6
Toyota,2007,6200000,3400cc,Automatic,200000,6
Honda,2016,3850000,1500cc,Automatic,80000,6
Suzuki,2008,960000,1000cc,Manual,60000,6
Hyundai,2022,8250000,2000cc,Automatic,9400,6
Honda,2010,1595000,1800cc,Automatic,85000,6
KIA,2022,7625000,2000cc,Automatic,9526,6
Honda,2008,1500000,1800cc,Manual,120000,6
Toyota,2017,3250000,1300cc,Manual,157000,6
Nissan,2004,7700000,3500cc,Automatic,87000,6
Honda,2015,4245000,1800cc,Automatic,47000,6
Jeep,1980,850000,2000cc,Automatic,171000,6
Honda,2008,1650000,1800cc,Automatic,87144,6
Toyota,2015,3350000,1600cc,Automatic,114000,6
Suzuki,2019,2050000,660cc,Manual,40000,6
KIA,2021,7000000,2000cc,Automatic,38000,6
Toyota,2019,4350000,1300cc,Automatic,45600,6
Suzuki,2016,1195000,800cc,Manual,47000,6
KIA,2019,6260000,2000cc,Automatic,60000,6
Nissan,2017,3650000,1200cc,Automatic,84000,2
Honda,2022,7800000,1500cc,Automatic,10700,6
Toyota,2007,3200000,2400cc,Automatic,94270,6
Toyota,2005,1050000,1000cc,Manual,183825,6
Toyota,2017,3100000,1000cc,Automatic,55979,6
Toyota,2019,3900000,1000cc,Automatic,78321,6
Toyota,2013,2350000,1000cc,Automatic,59636,6
Toyota,2005,4800000,3000cc,Automatic,135712,6
Toyota,2022,7150000,1800cc,Automatic,4692,6
Suzuki,2019,2450000,660cc,Automatic,25270,6
Toyota,2004,6600000,4200cc,Automatic,1,1
Toyota,2019,3950000,1300cc,Automatic,117154,6
Suzuki,2008,850000,1000cc,Manual,5650,6
Honda,2016,4800000,1500cc,Automatic,101392,6
Toyota,2021,5950000,1800cc,Automatic,9000,6
Daihatsu,2015,1690000,660cc,Automatic,65000,6
Toyota,2014,2880000,1300cc,Manual,158721,6
Mitsubishi,1989,900000,2500cc,Manual,150000,1
Honda,2019,5500000,1800cc,Automatic,78000,6
Suzuki,2015,2500000,660cc,Automatic,130000,6
Daihatsu,2013,1540000,660cc,Automatic,99000,6
Toyota,2013,2450000,1300cc,Manual,150000,6
Suzuki,2021,2450000,660cc,Manual,23000,6
Suzuki,2021,2750000,660cc,Automatic,27000,6
Toyota,2019,3950000,1000cc,Automatic,8717,6
KIA,2021,7400000,2000cc,Automatic,25000,6
Daihatsu,2008,1450000,660cc,Automatic,135000,6
Toyota,2005,4200000,3000cc,Manual,165000,1
Honda,2023,7400000,1500cc,Automatic,5,6
Suzuki,1996,440000,1000cc,Manual,96584,6
Honda,2006,1400000,1300cc,Manual,250000,6
Changan,2023,9000000,1500cc,Automatic,50,6
Suzuki,2022,4775000,1200cc,Automatic,4000,6
Honda,2018,3150000,1300cc,Automatic,60000,6
Suzuki,2023,2665000,660cc,Manual,1,6
KIA,2000,400000,1300cc,Manual,345000,6
Toyota,2022,7350000,1800cc,Automatic,3600,6
Toyota,2018,3549999,1000cc,Automatic,55000,6
Honda,2012,2200000,1300cc,Manual,1,6
Toyota,2011,2400000,1600cc,Automatic,118734,6
Suzuki,2010,870000,1000cc,Manual,62210,6
Suzuki,2018,2100000,1300cc,Manual,47106,6
Honda,2016,5250000,1500cc,Automatic,41479,2
Toyota,2019,4300000,1800cc,Automatic,64098,6
Honda,2017,3400000,1500cc,Automatic,100564,6
Honda,2022,4900000,1500cc,Automatic,4,6
KIA,2021,2400000,1000cc,Automatic,18848,6
Honda,2015,2400000,1500cc,Manual,97434,6
Toyota,2014,3850000,1800cc,Automatic,105000,6
Suzuki,2019,4650000,1000cc,Automatic,135000,2
Toyota,1991,2475000,3000cc,Automatic,90000,1
Honda,2016,6000000,1500cc,Automatic,76000,6
Honda,2004,1240000,1300cc,Manual,92000,6
Toyota,2000,1530000,1000cc,Automatic,200000,6
Honda,2020,6000000,1800cc,Automatic,35000,6
Suzuki,2012,660000,800cc,Manual,45573,6
Suzuki,2020,2100000,660cc,Manual,55400,6
Honda,2005,1350000,1500cc,Automatic,12354,6
Toyota,2017,2850000,1300cc,Manual,111,6
Suzuki,2003,655000,1000cc,Manual,166000,6
Suzuki,2011,1200000,1000cc,Manual,77502,6
Honda,2022,8250000,1500cc,Automatic,6000,6
Toyota,2011,2350000,1300cc,Manual,161587,6
Suzuki,2022,3100000,1000cc,Manual,8500,6
Suzuki,2016,2000000,1000cc,Manual,75000,6
Toyota,2019,5100000,1600cc,Automatic,27917,6
Honda,2017,6800000,1500cc,Automatic,84000,2
Toyota,2022,4150000,1300cc,Automatic,20000,6
Honda,2016,5000000,1800cc,Automatic,29000,6
Hyundai,2004,950000,1000cc,Automatic,250000,6
Toyota,2016,4200000,1500cc,Automatic,108000,6
Honda,2010,2100000,1300cc,Manual,106200,6
Honda,2018,3000000,1300cc,Manual,67000,6
Suzuki,2022,4025000,1200cc,Automatic,13100,6
Suzuki,2016,1520000,1000cc,Manual,65000,6
Suzuki,2021,3400000,1000cc,Manual,28000,6
Daihatsu,2020,5550000,1000cc,Automatic,25000,6
Toyota,2020,5660000,996cc,Automatic,21000,6
KIA,2021,2595000,1000cc,Automatic,54561,6
KIA,2021,6500000,2000cc,Automatic,6456,6
Daihatsu,2006,1250000,660cc,Automatic,102517,6
Mercedes Benz,2008,12500000,5500cc,Automatic,124890,6
Mazda,2020,2600000,660cc,Automatic,20033,6
Lexus,2012,9300000,3500cc,Automatic,140749,6
MG,2021,7300000,1500cc,Automatic,6423,6
Honda,2016,5000000,1500cc,Automatic,72747,2
Toyota,2019,5700000,1500cc,Automatic,27924,2
Suzuki,2000,550000,1000cc,Manual,19749,6
Toyota,2010,2100000,1300cc,Manual,160000,6
Toyota,2022,5900000,1600cc,Automatic,6900,6
Toyota,2019,3825000,1300cc,Manual,83500,6
Suzuki,2019,3200000,660cc,Automatic,25225,6
Suzuki,2021,2850000,1000cc,Automatic,13740,6
Suzuki,2021,2675000,660cc,Automatic,32000,6
Suzuki,2017,2475000,660cc,Automatic,70000,6
Honda,2021,4400000,1200cc,Automatic,17000,6
Suzuki,2021,2780000,1000cc,Manual,20420,6
Suzuki,2010,1250000,1000cc,Manual,45000,6
Suzuki,2013,1010000,800cc,Manual,20000,6
Toyota,2014,14000000,4000cc,Manual,82000,6
Suzuki,2015,950000,796cc,Manual,76550,6
Toyota,2003,2450000,1800cc,Automatic,160000,6
Honda,2005,1290000,1600cc,Automatic,134000,6
Suzuki,2007,700000,1000cc,Manual,100000,6
Daihatsu,2010,890000,800cc,Manual,125000,6
Honda,2022,9000000,1500cc,Automatic,16500,6
Suzuki,2018,2350000,1000cc,Manual,35500,6
Suzuki,2017,2650000,660cc,Automatic,96000,6
Suzuki,2007,865000,1300cc,Manual,170000,6
Toyota,2021,4600000,1500cc,Automatic,42000,6
Toyota,2019,5600000,1500cc,Automatic,27000,2
Honda,2021,4300000,1500cc,Automatic,33000,6
Toyota,1992,4000000,4476cc,Automatic,200000,6
Daihatsu,2019,2700000,660cc,Automatic,26610,6
Nissan,2007,1200000,1300cc,Automatic,165719,6
Prince,2020,1000000,796cc,Manual,8874,6
Suzuki,2021,3150000,1000cc,Manual,8453,6
Honda,2014,4375000,1500cc,Automatic,97722,2
Suzuki,2008,520000,800cc,Manual,34834,6
Nissan,2019,5100000,1198cc,Automatic,47636,6
Honda,2010,1675000,1800cc,Manual,91088,6
Hyundai,2023,7895000,2000cc,Automatic,999,6
Isuzu,2019,6500000,3000cc,Automatic,100425,1
Toyota,2000,1375000,1000cc,Automatic,216282,6
Toyota,2017,3275000,1800cc,Automatic,69773,6
Suzuki,2019,2190000,1000cc,Manual,48000,6
Honda,2003,1270000,1600cc,Automatic,180000,6
Suzuki,2018,3075000,660cc,Automatic,148000,6
Toyota,2023,21500000,2800cc,Automatic,10,1
Honda,2021,6050000,1800cc,Automatic,19500,6
Toyota,2012,18650000,4000cc,Automatic,98000,6
Honda,2019,3425000,1300cc,Manual,37000,6
Suzuki,2014,1140000,1000cc,Manual,100000,6
Honda,2023,4850000,1200cc,Automatic,15,6
Suzuki,2006,900000,1300cc,Manual,97000,6
Suzuki,2008,715000,800cc,Manual,56000,6
Honda,2008,2225000,1800cc,Automatic,136000,6
Suzuki,2023,3650000,1000cc,Manual,10,6
Suzuki,2013,865000,800cc,Manual,66000,6
Toyota,2014,3000000,1300cc,Manual,53000,6
Daihatsu,2013,1350000,660cc,Automatic,79000,6
Suzuki,2010,495000,800cc,Manual,90000,6
Toyota,2013,3050000,1600cc,Automatic,90000,6
Suzuki,2018,1048000,800cc,Manual,61000,6
Suzuki,2021,2720000,660cc,Automatic,14600,6
Suzuki,2010,1780000,1300cc,Manual,85000,6
KIA,2000,545000,1300cc,Manual,200000,6
Toyota,2004,2500000,1500cc,Automatic,120000,6
Hyundai,2023,8000000,2000cc,Automatic,40,6
Honda,1995,550000,1500cc,Manual,500,6
Suzuki,2005,615000,1000cc,Manual,7886,6
KIA,2020,2500000,1000cc,Automatic,24266,6
Honda,2016,5500000,1500cc,Automatic,51854,2
Toyota,2019,6500000,1800cc,Automatic,82738,2
MG,2022,7400000,1490cc,Automatic,9698,6
Honda,2017,4150000,1800cc,Automatic,72099,6
Daihatsu,2012,1700000,660cc,Automatic,144410,6
Toyota,2021,6400000,1799cc,Automatic,4097,6
Toyota,2015,2500000,1000cc,Automatic,124743,6
Suzuki,2009,1200000,1300cc,Manual,87578,6
Suzuki,2016,1625000,1000cc,Manual,38139,6
DFSK,2022,5250000,1500cc,Automatic,9885,6
Honda,2016,3375000,1800cc,Automatic,150000,6
Daihatsu,2006,1090000,660cc,Automatic,100000,6
Toyota,2010,8500000,3500cc,Automatic,88000,6
Toyota,2021,4050000,1300cc,Automatic,51000,6
Honda,2003,1400000,1600cc,Automatic,226000,6
Toyota,2007,1425000,1300cc,Manual,150000,6
Toyota,2014,2550000,1600cc,Manual,180000,6
Toyota,2007,1550000,1000cc,Automatic,98000,6
Suzuki,2021,2950000,1000cc,Manual,13760,6
Honda,2016,4200000,1800cc,Automatic,81000,6
Honda,2021,4900000,1500cc,Automatic,55000,6
Hyundai,2023,8500000,2000cc,Automatic,40,6
Toyota,1997,3250000,3000cc,Automatic,187000,1
Nissan,2013,1600000,660cc,Automatic,75000,6
Honda,2014,4350000,1500cc,Automatic,60000,6
Honda,2007,1725000,1800cc,Manual,190000,6
Suzuki,2017,1225000,800cc,Manual,75000,6
Honda,2017,3750000,1500cc,Automatic,87451,6
Honda,2019,3400000,1300cc,Manual,49000,6
Suzuki,2009,960000,1300cc,Manual,160000,6
Suzuki,2019,2250000,1000cc,Manual,117000,6
Suzuki,1998,390000,1000cc,Manual,200000,6
Toyota,2019,3650000,1300cc,Manual,73500,6
Toyota,2003,4100000,3000cc,Automatic,130000,6
Toyota,2011,3550000,1800cc,Automatic,151000,6
Suzuki,2011,1600000,660cc,Automatic,93450,6
Suzuki,2018,1050000,800cc,Manual,83240,6
Toyota,2021,4250000,1300cc,Automatic,31992,6
KIA,2022,6700000,2000cc,Automatic,644,6
Mitsubishi,2004,1200000,1300cc,Automatic,163224,6
Toyota,2016,46000000,4600cc,Automatic,13479,6
Toyota,2021,6100000,1798cc,Automatic,19314,6
KIA,2019,3850000,1400cc,Automatic,70538,6
Suzuki,2006,750000,1000cc,Manual,174342,6
Suzuki,2007,500000,1000cc,Manual,98916,6
Honda,2014,3500000,1500cc,Automatic,71536,6
Honda,2012,2300000,1500cc,Automatic,111341,6
Toyota,2015,2760000,1300cc,Manual,102500,6
Toyota,2013,2700000,1300cc,Manual,74000,6
Suzuki,2017,2495000,660cc,Automatic,139878,6
Toyota,2007,2885000,1500cc,Automatic,138000,6
MG,2021,7100000,1490cc,Automatic,25000,6
Toyota,2018,4325000,1600cc,Automatic,90000,6
Suzuki,2019,2360000,660cc,Automatic,45000,6
Honda,2017,2850000,1300cc,Automatic,42000,6
Suzuki,2007,790000,1000cc,Manual,123,6
Honda,2022,8150000,1500cc,Automatic,21000,6
Hyundai,2022,8200000,2000cc,Automatic,13000,6
Honda,2006,1875000,1800cc,Automatic,120000,6
Suzuki,2019,2300000,660cc,Automatic,27000,6
Suzuki,2019,1320000,800cc,Manual,26000,6
Toyota,2009,1850000,1300cc,Manual,150000,6
Honda,2005,1475000,1500cc,Manual,135000,6
Honda,2018,5200000,1800cc,Automatic,47000,6
Suzuki,2013,1200000,1000cc,Manual,59000,6
Ford,2013,5500000,3200cc,Automatic,149000,1
Suzuki,2012,820000,660cc,Manual,100000,6
Honda,2017,4590000,1800cc,Automatic,58660,6
Toyota,2018,4450000,1600cc,Automatic,80000,6
Suzuki,2010,1600000,660cc,Automatic,168000,6
Nissan,2011,1650000,660cc,Automatic,112000,6
Suzuki,2017,1950000,1000cc,Manual,80000,6
Hyundai,2022,8020000,2000cc,Automatic,56,6
Toyota,2016,2400000,1300cc,Manual,115214,6
Range Rover,2009,16000000,4200cc,Automatic,58271,6
Daihatsu,2014,2200000,660cc,Automatic,54032,6
Suzuki,2018,2175000,1300cc,Automatic,99465,6
Honda,2010,1750000,1800cc,Automatic,81140,6
Daihatsu,2012,1350000,800cc,Automatic,72799,6
Suzuki,2011,875000,1000cc,Manual,138823,6
Suzuki,2015,1850000,1300cc,Manual,89101,6
Range Rover,2015,33000000,2000cc,Automatic,58789,1
Suzuki,2018,1050000,796cc,Manual,66397,6
Suzuki,2007,600000,1000cc,Manual,22942,6
Honda,2018,3250000,1500cc,Automatic,50000,6
Toyota,1988,650000,2000cc,Manual,200000,1
Daihatsu,2014,1700000,660cc,Automatic,125000,6
Toyota,2013,2975000,1500cc,Automatic,120000,2
Honda,2020,6520000,1500cc,Automatic,47000,6
Haval,2022,9600000,1500cc,Automatic,2745,6
Toyota,2016,3400000,1600cc,Automatic,97000,6
Nissan,1994,300000,1200cc,Manual,100000,3
Suzuki,2012,1370000,660cc,Automatic,130000,6
Honda,2010,2075000,1300cc,Manual,88500,6
Toyota,2021,4250000,1500cc,Automatic,32900,6
Toyota,2017,3350000,1300cc,Manual,81000,6
Suzuki,2017,1335000,800cc,Manual,41000,6
Toyota,2022,18700000,2800cc,Automatic,12500,1
Changan,2022,2800000,1000cc,Manual,5000,6
Toyota,2022,5995000,1600cc,Automatic,1100,6
Toyota,2017,6400000,2700cc,Automatic,92000,6
Toyota,2018,3675000,1300cc,Manual,74200,6
Suzuki,2013,830000,800cc,Manual,150000,6
Suzuki,2018,1150000,800cc,Manual,38000,6
Suzuki,2022,2440000,660cc,Manual,29000,6
Honda,2007,2200000,1800cc,Automatic,202000,6
Toyota,2021,5550000,1600cc,Automatic,7000,6
Changan,2021,2300000,1000cc,Manual,30000,6
Suzuki,2015,2175000,660cc,Automatic,96407,6
KIA,2020,2600000,1000cc,Automatic,18402,6
Changan,2022,2400000,1000cc,Manual,238,6
Honda,2012,2100000,1800cc,Automatic,86275,6
Toyota,2017,4000000,1600cc,Automatic,91613,6
Honda,2002,1050000,1500cc,Manual,271079,6
Toyota,2017,12300000,2700cc,Automatic,20740,6
Suzuki,2006,500000,1000cc,Manual,111737,6
Honda,2012,2890000,1500cc,Automatic,94359,6
Haval,2021,8500000,1500cc,Automatic,6077,6
MG,2021,6100000,1500cc,Automatic,25084,6
Honda,2013,2700000,1800cc,Automatic,311395,6
Honda,2016,4250000,1800cc,Automatic,97000,6
Toyota,2009,1750000,1300cc,Manual,131373,6
United,2019,1000000,800cc,Manual,28000,6
DFSK,2021,5300000,1498cc,Automatic,4500,6
Toyota,2014,3150000,1600cc,Automatic,127000,6
Honda,2017,2900000,1300cc,Manual,120000,6
Daihatsu,2013,1970000,660cc,Automatic,82000,6
Toyota,2008,3700000,2700cc,Automatic,1,6
Toyota,2013,2800000,1500cc,Automatic,158000,2
Honda,2022,9450000,1500cc,Automatic,2000,6
Toyota,1999,5500000,3378cc,Automatic,145000,6
Honda,1995,795000,1500cc,Manual,103000,6
Toyota,2023,14500000,2800cc,Automatic,1,1
Changan,2022,3975000,1500cc,Automatic,18000,6
Toyota,2013,4200000,1800cc,Automatic,85000,6
Changan,2023,2850000,1000cc,Manual,233,6
Toyota,2021,4600000,1500cc,Automatic,70500,2
Toyota,2014,4250000,1800cc,Automatic,130000,6
Honda,2020,4800000,1500cc,Automatic,65000,6
Honda,2019,5295000,1800cc,Automatic,67500,6
Toyota,2018,5150000,1800cc,Automatic,68000,6
Honda,2017,4250000,1800cc,Automatic,140000,6
Honda,2007,1600000,1300cc,Manual,1061,6
Honda,2016,5000000,1500cc,Automatic,115000,2
Toyota,2012,21000000,2700cc,Automatic,490000,6
Toyota,2017,11000000,2700cc,Automatic,36200,6
Toyota,2007,4300000,3000cc,Automatic,152630,1
Honda,2007,2100000,1500cc,Automatic,138816,6
Honda,2016,2970000,1300cc,Automatic,74146,6
KIA,2021,2325000,1000cc,Manual,13620,6
Toyota,2023,7725000,1800cc,Automatic,10,6
Honda,2014,2050000,1300cc,Manual,158524,6
Honda,2009,1800000,1800cc,Automatic,96256,6
Honda,2005,1090000,1500cc,Automatic,186935,6
KIA,2022,8050000,2000cc,Automatic,443,6
Toyota,2018,7500000,1800cc,Automatic,53298,2
Honda,2017,2770000,1300cc,Manual,107000,6
Toyota,2012,1950000,1300cc,Manual,147000,6
Nissan,2010,2350000,1300cc,Manual,199000,6
Honda,2020,6500000,1500cc,Automatic,86000,6
Hyundai,2020,6250000,2000cc,Automatic,45000,6
Suzuki,2017,1250000,800cc,Manual,33000,6
Daihatsu,2006,625000,800cc,Automatic,100000,6
Toyota,2012,14500000,2700cc,Automatic,66000,6
Honda,2015,4300000,1500cc,Automatic,100000,6
Hyundai,2023,8250000,2000cc,Automatic,980,6
Suzuki,2006,750000,1000cc,Manual,100000,6
Toyota,2012,3785000,1800cc,Automatic,120000,6
Suzuki,2017,1490000,1000cc,Manual,17000,6
Toyota,2013,6800000,2700cc,Automatic,220000,6
Suzuki,2008,450000,800cc,Manual,10000,6
Honda,2010,2250000,1800cc,Automatic,153000,6
Suzuki,2008,620000,800cc,Manual,65874,6
Toyota,2015,3300000,1300cc,Manual,108000,6
Honda,2017,3775000,1500cc,Automatic,51000,6
Toyota,2009,1945000,1800cc,Automatic,114500,6
Suzuki,2006,880000,1000cc,Manual,1,6
Suzuki,2006,900000,1000cc,Manual,290000,6
Suzuki,2020,3200000,1000cc,Automatic,42000,6
Honda,2021,6575000,1800cc,Automatic,14500,6
Toyota,2016,3665000,2600cc,Manual,200000,1
Toyota,2015,4500000,1800cc,Automatic,88000,2
Honda,2017,5600000,1500cc,Automatic,76036,6
Honda,2016,1750000,660cc,Automatic,123368,6
Toyota,2013,5975000,2700cc,Automatic,53944,6
Suzuki,2015,2250000,660cc,Automatic,48595,6
Toyota,2006,1990000,1000cc,Automatic,111187,6
Toyota,2019,4700000,1600cc,Automatic,22324,6
Honda,2022,4700000,1500cc,Automatic,42,6
Suzuki,2008,845000,1000cc,Manual,5270,6
Suzuki,2007,625000,1000cc,Manual,24795,6
Suzuki,2010,950000,1000cc,Manual,23891,6
KIA,2020,5600000,2000cc,Automatic,36758,6
Suzuki,2011,680000,800cc,Manual,98920,6
Nissan,2007,1385000,660cc,Automatic,88000,6
MG,2021,6450000,1500cc,Automatic,18000,6
Honda,2016,2650000,660cc,Automatic,59000,6
Toyota,2012,2590000,1600cc,Automatic,1000000,6
Honda,2011,2135000,1300cc,Manual,165000,6
Suzuki,2013,1785000,660cc,Automatic,86000,6
Suzuki,2019,2250000,1000cc,Manual,45000,6
Suzuki,2005,595000,800cc,Manual,100000,6
Suzuki,2022,2900000,660cc,Automatic,1800,6
Toyota,2020,4890000,1600cc,Automatic,46000,6
Toyota,2007,1700000,1300cc,Automatic,128000,6
Honda,2003,1085000,1300cc,Manual,155000,6
Suzuki,1999,485000,1000cc,Manual,150000,6
Toyota,2008,1700000,1300cc,Manual,222,6
Toyota,2010,1650000,1300cc,Manual,128211,6
Suzuki,2018,2385000,1000cc,Manual,52000,6
Toyota,2016,3200000,1300cc,Manual,101000,6
Daihatsu,2019,3650000,660cc,Automatic,22000,6
Honda,2013,2400000,1300cc,Manual,115000,6
BMW,2007,3500000,3000cc,Automatic,100000,1
Toyota,2018,4725000,1800cc,Automatic,59000,6
Honda,2014,2750000,1800cc,Automatic,136541,6
Suzuki,1997,510000,800cc,Manual,63000,6
Suzuki,2007,935000,1300cc,Manual,60000,6
Toyota,2013,3050000,1600cc,Automatic,145000,6
Suzuki,2018,1200000,796cc,Manual,35253,6
Honda,2004,1680000,1600cc,Automatic,60633,6
Honda,2015,3600000,1500cc,Automatic,98030,2
Nissan,2016,2350000,660cc,Automatic,100218,6
Toyota,2023,7800000,1800cc,Automatic,10,6
Honda,2023,4700000,1200cc,Automatic,10,6
Honda,2023,5500000,1500cc,Automatic,10,6
Toyota,2023,5850000,1600cc,Manual,10,6
Honda,2023,9550000,1500cc,Automatic,10,6
Honda,2023,9550000,1500cc,Automatic,10,6
Honda,2023,4700000,1200cc,Automatic,10,6
Suzuki,2015,930000,800cc,Manual,66000,6
Suzuki,2006,860000,1000cc,Manual,70000,6
Toyota,2012,2250000,1300cc,Manual,1500,6
Suzuki,2012,970000,1000cc,Manual,54418,6
Toyota,2017,12500000,2700cc,Automatic,1,6
Toyota,2016,4325000,1800cc,Automatic,99000,6
Suzuki,2007,1250000,660cc,Automatic,150000,6
Honda,2008,1525000,1300cc,Manual,145205,6
Toyota,2005,3350000,2500cc,Automatic,90000,6
KIA,2021,6650000,1999cc,Automatic,9300,6
Hyundai,2022,7790000,2000cc,Automatic,6200,6
Honda,2019,6800000,1500cc,Automatic,13000,2
Suzuki,2022,3725000,1000cc,Manual,8547,6
Honda,2020,14500000,1500cc,Automatic,21000,2
Suzuki,2018,1375000,800cc,Manual,56000,6
Suzuki,2012,580000,800cc,Manual,1,3
Toyota,2012,2125000,1000cc,Automatic,175000,6
Suzuki,2018,2600000,1300cc,Automatic,120000,6
Honda,2019,3250000,1300cc,Manual,60000,6
Honda,2021,4190000,1200cc,Manual,15000,6
Suzuki,2007,840000,1000cc,Manual,100000,6
Daihatsu,2004,590000,800cc,Manual,80000,6
Toyota,2017,3425000,1600cc,Automatic,76000,6
Toyota,2006,2535000,1500cc,Automatic,90000,6
Suzuki,1990,400000,800cc,Manual,22501,6
Mitsubishi,2005,1200000,1300cc,Manual,135000,6
Suzuki,2011,1025000,1000cc,Manual,113000,6
Nissan,2012,1975000,660cc,Automatic,75250,6
Honda,2019,3800000,1500cc,Automatic,44000,6
Honda,2017,4190000,1800cc,Automatic,56346,6
Toyota,2015,4250000,1500cc,Automatic,50000,6
Toyota,2018,32700000,2700cc,Automatic,43000,6
Suzuki,2022,2590000,660cc,Manual,130,6
Toyota,2020,5050000,1000cc,Automatic,41000,6
Toyota,2021,6150000,1800cc,Automatic,25000,6
Toyota,2019,3550000,660cc,Automatic,3700,6
Suzuki,2021,3250000,1000cc,Manual,20000,6
Nissan,2008,1130000,660cc,Manual,183400,6
Suzuki,2021,2480000,660cc,Automatic,27000,6
Suzuki,2020,2590000,660cc,Automatic,62000,6
Toyota,2011,2250000,1300cc,Manual,80000,6
Suzuki,2012,845000,800cc,Manual,77000,6
Mitsubishi,1992,1690000,2400cc,Automatic,50000,1
Suzuki,2021,2170000,660cc,Manual,65000,6
Suzuki,2010,1650000,1300cc,Manual,130000,6
Toyota,2005,1700000,1000cc,Automatic,100000,6
Suzuki,2018,1070000,800cc,Manual,42000,6
Suzuki,2012,845000,800cc,Manual,77000,6
Honda,2018,4800000,1800cc,Automatic,69000,6
Honda,2013,2850000,1800cc,Automatic,105236,6
Honda,2018,4800000,1800cc,Automatic,51000,6
Suzuki,2009,600000,800cc,Manual,50000,6
Daihatsu,2013,2600000,660cc,Automatic,69000,6
Toyota,2016,2750000,1300cc,Manual,100000,6
Honda,2016,3950000,1800cc,Automatic,100000,6
Toyota,2013,2695000,1300cc,Manual,108300,6
Toyota,2016,2800000,1000cc,Automatic,59000,6
Suzuki,2007,595000,800cc,Manual,83256,6
Toyota,2007,2940000,1500cc,Automatic,126000,6
Suzuki,2004,525000,800cc,Manual,125000,6
Honda,2020,7500000,1500cc,Automatic,11800,6
Daihatsu,2019,4850000,1000cc,Automatic,44500,6
Subaru,2008,1200000,660cc,Automatic,78000,6
Honda,2021,4050000,1200cc,Manual,8000,6
Suzuki,2022,3025000,660cc,Automatic,4000,6
Nissan,2019,4650000,1200cc,Automatic,410000,6
Toyota,2007,2800000,1500cc,Automatic,95000,6
Toyota,2003,9500000,4700cc,Automatic,200000,6
Toyota,2015,34500000,4600cc,Automatic,59000,6
Toyota,2015,2750000,1300cc,Manual,104000,6
